feature_1,feature_2,feature_3,period,y
2021-03-29,Organic,RU,90,19.07
2021-03-29,Organic,RU,91,19.11
2021-03-29,Organic,RU,92,19.15
2021-03-29,Organic,RU,93,19.2
2021-03-29,Organic,RU,95,19.24
2021-03-29,Organic,RU,96,19.28
2021-03-29,Organic,Tier1,1,0
2021-03-29,Organic,Tier1,21,4
2021-03-29,Organic,Tier1,41,8
2021-03-29,Organic,Tier1,42,12
2021-03-29,Organic,Tier1,43,16
2021-03-29,Organic,Tier1,44,20
2021-03-29,Organic,Tier1,45,24
2021-03-29,Organic,Tier1,46,28
2021-03-29,Organic,Tier1,47,32
2021-03-29,Organic,Tier1,48,36
2021-03-29,Organic,Tier1,49,40
2021-03-29,Organic,Tier1,50,44
2021-03-29,Organic,Tier1,73,48
2021-03-29,Organic,Tier1,74,52
2021-03-29,Organic,Tier1,75,56
2021-03-29,Organic,Tier1,76,60
2021-03-29,Organic,Tier1,77,64
2021-03-29,Organic,Tier1,78,68
2021-03-29,Organic,Tier1,79,72
2021-03-29,Organic,Tier1,80,76
2021-03-29,Organic,Tier1,81,80
2021-03-29,Organic,Tier1,82,84
2021-03-29,Organic,Tier1,83,88
2021-03-29,Organic,Tier1,84,92
2021-03-29,Organic,Tier1,85,96
2021-03-29,Organic,Tier1,86,100
2021-03-29,Organic,Tier1,87,104
2021-03-29,Organic,Tier1,88,108
2021-03-29,Organic,Tier1,89,112
2021-03-29,Organic,Tier1,90,116
2021-03-29,Organic,Tier1,91,120
2021-03-29,Organic,Tier1,92,124
2021-03-29,Organic,Tier1,93,128
2021-03-29,Organic,Tier1,94,132
2021-03-29,Organic,Tier1,95,136
2021-03-29,Organic,Tier1,96,140
2021-03-29,Organic,US,1,3.8
2021-03-29,Organic,US,2,5.98
2021-03-29,Organic,US,3,7.81
2021-03-29,Organic,US,4,9.53
2021-03-29,Organic,US,5,11.24
2021-03-29,Organic,US,6,12.7
2021-03-29,Organic,US,7,14.08
2021-03-29,Organic,US,8,15.38
2021-03-29,Organic,US,9,16.77
2021-03-29,Organic,US,10,18.09
2021-03-29,Organic,US,11,19.2
2021-03-29,Organic,US,12,20.31
2021-03-29,Organic,US,13,21.25
2021-03-29,Organic,US,14,22.32
2021-03-29,Organic,US,15,23.17
2021-03-29,Organic,US,16,23.9
2021-03-29,Organic,US,17,24.73
2021-03-29,Organic,US,18,25.46
2021-03-29,Organic,US,19,26.2
2021-03-29,Organic,US,20,26.79
2021-03-29,Organic,US,21,27.27
2021-03-29,Organic,US,22,27.83
2021-03-29,Organic,US,23,28.56
2021-03-29,Organic,US,24,29.19
2021-03-29,Organic,US,25,29.65
2021-03-29,Organic,US,26,30.25
2021-03-29,Organic,US,27,30.84
2021-03-29,Organic,US,28,31.36
2021-03-29,Organic,US,29,31.76
2021-03-29,Organic,US,30,32.17
2021-03-29,Organic,US,31,32.58
2021-03-29,Organic,US,32,33.06
2021-03-29,Organic,US,33,33.51
2021-03-29,Organic,US,34,33.88
2021-03-29,Organic,US,35,34.26
2021-03-29,Organic,US,36,34.71
2021-03-29,Organic,US,37,35.14
2021-03-29,Organic,US,38,35.45
2021-03-29,Organic,US,39,35.77
2021-03-29,Organic,US,40,36.14
2021-03-29,Organic,US,41,36.55
2021-03-29,Organic,US,42,36.83
2021-03-29,Organic,US,43,37.08
2021-03-29,Organic,US,44,37.34
2021-03-29,Organic,US,45,37.61
2021-03-29,Organic,US,46,37.91
2021-03-29,Organic,US,47,38.12
2021-03-29,Organic,US,48,38.34
2021-03-29,Organic,US,49,38.64
2021-03-29,Organic,US,50,38.92
2021-03-29,Organic,US,51,39.14
2021-03-29,Organic,US,52,39.39
2021-03-29,Organic,US,53,40.68
2021-03-29,Organic,US,54,41.16
2021-03-29,Organic,US,55,41.37
2021-03-29,Organic,US,56,41.62
2021-03-29,Organic,US,57,41.9
2021-03-29,Organic,US,58,42.19
2021-03-29,Organic,US,59,42.43
2021-03-29,Organic,US,60,42.64
2021-03-29,Organic,US,61,42.87
2021-03-29,Organic,US,62,43.11
2021-03-29,Organic,US,63,43.39
2021-03-29,Organic,US,64,43.72
2021-03-29,Organic,US,65,43.92
2021-03-29,Organic,US,66,44.19
2021-03-29,Organic,US,67,44.47
2021-03-29,Organic,US,68,44.7
2021-03-29,Organic,US,69,45.09
2021-03-29,Organic,US,70,45.37
2021-03-29,Organic,US,71,45.63
2021-03-29,Organic,US,72,45.95
2021-03-29,Organic,US,73,46.2
2021-03-29,Organic,US,74,46.39
2021-03-29,Organic,US,75,46.67
2021-03-29,Organic,US,76,46.95
2021-03-29,Organic,US,77,47.17
2021-03-29,Organic,US,78,47.5
2021-03-29,Organic,US,79,47.71
2021-03-29,Organic,US,80,48.02
2021-03-29,Organic,US,81,48.21
2021-03-29,Organic,US,82,48.39
2021-03-29,Organic,US,83,48.62
2021-03-29,Organic,US,84,48.83
2021-03-29,Organic,US,85,49.04
2021-03-29,Organic,US,86,49.22
2021-03-29,Organic,US,87,49.41
2021-03-29,Organic,US,88,49.68
2021-03-29,Organic,US,89,49.91
2021-03-29,Organic,US,90,50.11
2021-03-29,Organic,US,91,50.28
2021-03-29,Organic,US,92,50.51
2021-03-29,Organic,US,93,50.74
2021-03-29,Organic,US,94,50.94
2021-03-29,Organic,US,95,51.14
2021-03-29,Organic,US,96,51.37
2021-04-05,Google,Latam,1,0
2021-04-05,Google,Latam,40,4
2021-04-05,Google,Latam,41,8
2021-04-05,Google,Latam,42,12
2021-04-05,Google,Latam,43,16
2021-04-05,Google,Latam,44,20
2021-04-05,Google,Latam,45,24
2021-04-05,Google,US,1,2.62
2021-04-05,Google,US,2,4.91
2021-04-05,Google,US,3,6.75
2021-04-05,Google,US,4,8.38
2021-04-05,Google,US,5,10.05
2021-04-05,Google,US,6,11.51
2021-04-05,Google,US,7,12.61
2021-04-05,Google,US,8,13.72
2021-04-05,Google,US,9,14.75
2021-04-05,Google,US,10,15.83
2021-04-05,Google,US,11,16.77
2021-04-05,Google,US,12,17.63
2021-04-05,Google,US,13,18.51
2021-04-05,Google,US,14,19.34
2021-04-05,Google,US,15,20.05
2021-04-05,Google,US,16,20.66
2021-04-05,Google,US,17,21.25
2021-04-05,Google,US,18,21.9
2021-04-05,Google,US,19,22.54
2021-04-05,Google,US,20,23.12
2021-04-05,Google,US,21,23.69
2021-04-05,Google,US,22,24.25
2021-04-05,Google,US,23,24.86
2021-04-05,Google,US,24,25.42
2021-04-05,Google,US,25,25.88
2021-04-05,Google,US,26,26.4
2021-04-05,Google,US,27,26.98
2021-04-05,Google,US,28,27.48
2021-04-05,Google,US,29,27.91
2021-04-05,Google,US,30,28.37
2021-04-05,Google,US,31,28.88
2021-04-05,Google,US,32,29.37
2021-04-05,Google,US,33,29.79
2021-04-05,Google,US,34,30.25
2021-04-05,Google,US,35,30.69
2021-04-05,Google,US,36,31.16
2021-04-05,Google,US,37,31.55
2021-04-05,Google,US,38,31.89
2021-04-05,Google,US,39,32.28
2021-04-05,Google,US,40,32.68
2021-04-05,Google,US,41,33.07
2021-04-05,Google,US,42,33.38
2021-04-05,Google,US,43,33.72
2021-04-05,Google,US,44,34.07
2021-04-05,Google,US,45,34.46
2021-04-05,Google,US,46,34.78
2021-04-05,Google,US,47,35.07
2021-04-05,Google,US,48,35.43
2021-04-05,Google,US,49,35.79
2021-04-05,Google,US,50,36.09
2021-04-05,Google,US,51,36.35
2021-04-05,Google,US,52,36.63
2021-04-05,Google,US,53,37.39
2021-04-05,Google,US,54,37.95
2021-04-05,Google,US,55,38.26
2021-04-05,Google,US,56,38.53
2021-04-05,Google,US,57,38.92
2021-04-05,Google,US,58,39.21
2021-04-05,Google,US,59,39.45
2021-04-05,Google,US,60,39.69
2021-04-05,Google,US,61,40
2021-04-05,Google,US,62,40.33
2021-04-05,Google,US,63,40.65
2021-04-05,Google,US,64,40.87
2021-04-05,Google,US,65,41.15
2021-04-05,Google,US,66,41.45
2021-04-05,Google,US,67,41.7
2021-04-05,Google,US,68,41.92
2021-04-05,Google,US,69,42.16
2021-04-05,Google,US,70,42.42
2021-04-05,Google,US,71,42.72
2021-04-05,Google,US,72,42.93
2021-04-05,Google,US,73,43.16
2021-04-05,Google,US,74,43.39
2021-04-05,Google,US,75,43.69
2021-04-05,Google,US,76,43.91
2021-04-05,Google,US,77,44.14
2021-04-05,Google,US,78,44.36
2021-04-05,Google,US,79,44.61
2021-04-05,Google,US,80,44.84
2021-04-05,Google,US,81,45.05
2021-04-05,Google,US,82,45.25
2021-04-05,Google,US,83,45.46
2021-04-05,Google,US,84,45.68
2021-04-05,Google,US,85,45.87
2021-04-05,Google,US,86,46.05
2021-04-05,Google,US,87,46.24
2021-04-05,Google,US,88,46.45
2021-04-05,Google,US,89,46.59
2021-04-05,Google,US,90,46.76
2021-04-05,Google,US,91,46.99
2021-04-05,Google,US,92,47.18
2021-04-05,Google,US,93,47.34
2021-04-05,Google,US,94,47.48
2021-04-05,Google,US,95,47.64
2021-04-05,Organic,Europe,1,1
2021-04-05,Organic,Europe,2,3.75
2021-04-05,Organic,Europe,3,4.75
2021-04-05,Organic,Europe,4,5.75
2021-04-05,Organic,Europe,5,6.75
2021-04-05,Organic,Europe,6,7.75
2021-04-05,Organic,Europe,7,8.75
2021-04-05,Organic,Europe,8,9.75
2021-04-05,Organic,Europe,82,10.25
2021-04-05,Organic,Latam,1,0
2021-04-05,Organic,Latam,17,4
2021-04-05,Organic,Other,1,1.63
2021-04-05,Organic,Other,2,3.38
2021-04-05,Organic,Other,3,4.69
2021-04-05,Organic,Other,4,6
2021-04-05,Organic,Other,5,7.56
2021-04-05,Organic,Other,6,8.25
2021-04-05,Organic,Other,7,8.94
2021-04-05,Organic,Other,8,9.63
2021-04-05,Organic,Other,9,10.5
2021-04-05,Organic,Other,10,11.63
2021-04-05,Organic,Other,11,12.31
2021-04-05,Organic,Other,12,13
2021-04-05,Organic,Other,13,13.69
2021-04-05,Organic,Other,14,15
2021-04-05,Organic,Other,15,15.88
2021-04-05,Organic,Other,16,16.75
2021-04-05,Organic,Other,17,17.63
2021-04-05,Organic,Other,18,18.94
2021-04-05,Organic,Other,19,19.81
2021-04-05,Organic,Other,20,20.5
2021-04-05,Organic,Other,21,21.19
2021-04-05,Organic,Other,22,21.88
2021-04-05,Organic,Other,23,23.19
2021-04-05,Organic,Other,24,23.88
2021-04-05,Organic,Other,25,24.56
2021-04-05,Organic,Other,26,25.25
2021-04-05,Organic,Other,27,26.13
2021-04-05,Organic,Other,28,26.81
2021-04-05,Organic,Other,29,27.5
2021-04-05,Organic,Other,30,28.19
2021-04-05,Organic,Other,31,28.88
2021-04-05,Organic,Other,32,29.75
2021-04-05,Organic,Other,33,30.19
2021-04-05,Organic,Other,34,30.63
2021-04-05,Organic,Other,35,31.06
2021-04-05,Organic,Other,36,31.94
2021-04-05,Organic,Other,37,32.38
2021-04-05,Organic,Other,38,32.81
2021-04-05,Organic,Other,39,33.25
2021-04-05,Organic,Other,40,34.13
2021-04-05,Organic,Other,41,34.56
2021-04-05,Organic,Other,42,34.81
2021-04-05,Organic,Other,43,35.06
2021-04-05,Organic,Other,44,35.5
2021-04-05,Organic,Other,45,36.38
2021-04-05,Organic,Other,46,36.81
2021-04-05,Organic,Other,47,37.25
2021-04-05,Organic,Other,48,37.69
2021-04-05,Organic,Other,49,38.56
2021-04-05,Organic,Other,50,39
2021-04-05,Organic,Other,51,39.44
2021-04-05,Organic,Other,52,39.69
2021-04-05,Organic,Other,53,40.38
2021-04-05,Organic,Other,54,40.63
2021-04-05,Organic,Other,55,40.88
2021-04-05,Organic,Other,56,41.13
2021-04-05,Organic,Other,57,41.81
2021-04-05,Organic,Other,58,42.06
2021-04-05,Organic,Other,59,42.31
2021-04-05,Organic,Other,60,42.56
2021-04-05,Organic,Other,61,42.81
2021-04-05,Organic,Other,62,43.5
2021-04-05,Organic,Other,63,43.75
2021-04-05,Organic,Other,64,44
2021-04-05,Organic,Other,65,44.25
2021-04-05,Organic,Other,66,44.94
2021-04-05,Organic,Other,67,45.19
2021-04-05,Organic,Other,68,45.44
2021-04-05,Organic,Other,69,45.69
2021-04-05,Organic,Other,70,45.94
2021-04-05,Organic,Other,71,46.63
2021-04-05,Organic,Other,72,46.88
2021-04-05,Organic,Other,73,47.13
2021-04-05,Organic,Other,74,47.38
2021-04-05,Organic,Other,75,48.06
2021-04-05,Organic,Other,76,48.31
2021-04-05,Organic,Other,77,48.56
2021-04-05,Organic,Other,78,48.81
2021-04-05,Organic,Other,79,49.5
2021-04-05,Organic,Other,80,49.75
2021-04-05,Organic,Other,81,50
2021-04-05,Organic,Other,82,50.25
2021-04-05,Organic,Other,83,50.5
2021-04-05,Organic,Other,84,51.19
2021-04-05,Organic,Other,85,51.44
2021-04-05,Organic,Other,86,51.69
2021-04-05,Organic,Other,87,51.94
2021-04-05,Organic,Other,88,52.63
2021-04-05,Organic,Other,89,52.88
2021-04-05,Organic,Other,90,53.13
2021-04-05,Organic,Other,91,53.38
2021-04-05,Organic,Other,92,54.06
2021-04-05,Organic,Other,93,54.31
2021-04-05,Organic,Other,94,54.56
2021-04-05,Organic,Other,95,54.81
2021-04-05,Organic,RU,1,0.5
2021-04-05,Organic,RU,2,1.31
2021-04-05,Organic,RU,3,2.03
2021-04-05,Organic,RU,4,2.59
2021-04-05,Organic,RU,5,3.16
2021-04-05,Organic,RU,6,3.75
2021-04-05,Organic,RU,7,4.41
2021-04-05,Organic,RU,8,4.97
2021-04-05,Organic,RU,9,5.53
2021-04-05,Organic,RU,10,6.13
2021-04-05,Organic,RU,11,6.63
2021-04-05,Organic,RU,12,7.13
2021-04-05,Organic,RU,13,7.63
2021-04-05,Organic,RU,14,8.06
2021-04-05,Organic,RU,15,8.5
2021-04-05,Organic,RU,16,8.94
2021-04-05,Organic,RU,17,9.38
2021-04-05,Organic,RU,18,9.94
2021-04-05,Organic,RU,19,10.5
2021-04-05,Organic,RU,20,11
2021-04-05,Organic,RU,21,11.5
2021-04-05,Organic,RU,22,12
2021-04-05,Organic,RU,23,12.44
2021-04-05,Organic,RU,24,12.88
2021-04-05,Organic,RU,25,13.31
2021-04-05,Organic,RU,26,13.69
2021-04-05,Organic,RU,27,14.06
2021-04-05,Organic,RU,28,14.41
2021-04-05,Organic,RU,29,14.63
2021-04-05,Organic,RU,30,14.91
2021-04-05,Organic,RU,31,15.19
2021-04-05,Organic,RU,32,15.53
2021-04-05,Organic,RU,33,15.75
2021-04-05,Organic,RU,34,16.09
2021-04-05,Organic,RU,35,16.31
2021-04-05,Organic,RU,36,16.59
2021-04-05,Organic,RU,37,16.97
2021-04-05,Organic,RU,38,17.41
2021-04-05,Organic,RU,39,17.78
2021-04-05,Organic,RU,40,18.13
2021-04-05,Organic,RU,41,18.41
2021-04-05,Organic,RU,42,19.31
2021-04-05,Organic,RU,43,19.53
2021-04-05,Organic,RU,44,19.69
2021-04-05,Organic,RU,45,19.84
2021-04-05,Organic,RU,46,20
2021-04-05,Organic,RU,47,20.16
2021-04-05,Organic,RU,48,20.31
2021-04-05,Organic,RU,49,20.44
2021-04-05,Organic,RU,50,20.56
2021-04-05,Organic,RU,51,20.69
2021-04-05,Organic,RU,52,20.81
2021-04-05,Organic,RU,53,20.88
2021-04-05,Organic,RU,54,20.94
2021-04-05,Organic,RU,55,21.06
2021-04-05,Organic,RU,56,21.19
2021-04-05,Organic,RU,57,21.25
2021-04-05,Organic,RU,58,21.31
2021-04-05,Organic,RU,59,21.44
2021-04-05,Organic,RU,60,21.5
2021-04-05,Organic,RU,61,21.63
2021-04-05,Organic,RU,62,21.75
2021-04-05,Organic,RU,63,21.88
2021-04-05,Organic,RU,64,22.03
2021-04-05,Organic,RU,65,22.16
2021-04-05,Organic,RU,66,22.22
2021-04-05,Organic,RU,67,22.28
2021-04-05,Organic,RU,68,22.34
2021-04-05,Organic,RU,69,22.41
2021-04-05,Organic,RU,70,22.47
2021-04-05,Organic,RU,71,22.53
2021-04-05,Organic,RU,72,22.59
2021-04-05,Organic,RU,73,22.66
2021-04-05,Organic,RU,74,22.72
2021-04-05,Organic,RU,76,22.78
2021-04-05,Organic,RU,77,22.84
2021-04-05,Organic,RU,78,22.91
2021-04-05,Organic,RU,79,22.97
2021-04-05,Organic,RU,80,23.03
2021-04-05,Organic,RU,81,23.84
2021-04-05,Organic,RU,82,23.91
2021-04-05,Organic,RU,83,23.97
2021-04-05,Organic,RU,84,24.03
2021-04-05,Organic,RU,85,24.09
2021-04-05,Organic,RU,86,24.16
2021-04-05,Organic,RU,87,24.22
2021-04-05,Organic,RU,88,24.28
2021-04-05,Organic,RU,89,24.34
2021-04-05,Organic,RU,90,24.41
2021-04-05,Organic,RU,91,24.47
2021-04-05,Organic,RU,92,24.53
2021-04-05,Organic,RU,93,24.59
2021-04-05,Organic,RU,94,24.66
2021-04-05,Organic,RU,95,24.72
2021-04-05,Organic,Tier1,1,2
2021-04-05,Organic,Tier1,2,4
2021-04-05,Organic,Tier1,3,5.33
2021-04-05,Organic,Tier1,4,6.67
2021-04-05,Organic,Tier1,5,8
2021-04-05,Organic,Tier1,6,9.33
2021-04-05,Organic,Tier1,7,10.67
2021-04-05,Organic,Tier1,8,12
2021-04-05,Organic,Tier1,9,13.33
2021-04-05,Organic,Tier1,10,14.67
2021-04-05,Organic,Tier1,11,16
2021-04-05,Organic,Tier1,12,17.33
2021-04-05,Organic,Tier1,13,18.67
2021-04-05,Organic,Tier1,14,20
2021-04-05,Organic,Tier1,15,21.33
2021-04-05,Organic,Tier1,16,22.67
2021-04-05,Organic,Tier1,17,24
2021-04-05,Organic,Tier1,18,25.33
2021-04-05,Organic,Tier1,19,26.67
2021-04-05,Organic,Tier1,20,28
2021-04-05,Organic,Tier1,70,29.33
2021-04-05,Organic,Tier1,71,30.67
2021-04-05,Organic,Tier1,72,32
2021-04-05,Organic,Tier1,73,33.33
2021-04-05,Organic,Tier1,74,34.67
2021-04-05,Organic,Tier1,75,36
2021-04-05,Organic,Tier1,76,37.33
2021-04-05,Organic,Tier1,77,38.67
2021-04-05,Organic,US,1,3.25
2021-04-05,Organic,US,2,5.84
2021-04-05,Organic,US,3,7.61
2021-04-05,Organic,US,4,9.27
2021-04-05,Organic,US,5,11
2021-04-05,Organic,US,6,12.48
2021-04-05,Organic,US,7,13.75
2021-04-05,Organic,US,8,15
2021-04-05,Organic,US,9,16.16
2021-04-05,Organic,US,10,17.41
2021-04-05,Organic,US,11,18.5
2021-04-05,Organic,US,12,19.52
2021-04-05,Organic,US,13,20.48
2021-04-05,Organic,US,14,21.51
2021-04-05,Organic,US,15,22.37
2021-04-05,Organic,US,16,23.15
2021-04-05,Organic,US,17,23.96
2021-04-05,Organic,US,18,24.73
2021-04-05,Organic,US,19,25.49
2021-04-05,Organic,US,20,26.16
2021-04-05,Organic,US,21,26.85
2021-04-05,Organic,US,22,27.52
2021-04-05,Organic,US,23,28.23
2021-04-05,Organic,US,24,28.97
2021-04-05,Organic,US,25,29.57
2021-04-05,Organic,US,26,30.19
2021-04-05,Organic,US,27,30.83
2021-04-05,Organic,US,28,31.44
2021-04-05,Organic,US,29,31.97
2021-04-05,Organic,US,30,32.52
2021-04-05,Organic,US,31,33.06
2021-04-05,Organic,US,32,33.72
2021-04-05,Organic,US,33,34.24
2021-04-05,Organic,US,34,34.73
2021-04-05,Organic,US,35,35.19
2021-04-05,Organic,US,36,35.99
2021-04-05,Organic,US,37,36.51
2021-04-05,Organic,US,38,36.98
2021-04-05,Organic,US,39,37.44
2021-04-05,Organic,US,40,37.99
2021-04-05,Organic,US,41,38.52
2021-04-05,Organic,US,42,38.92
2021-04-05,Organic,US,43,39.31
2021-04-05,Organic,US,44,39.72
2021-04-05,Organic,US,45,40.24
2021-04-05,Organic,US,46,40.65
2021-04-05,Organic,US,47,41.04
2021-04-05,Organic,US,48,41.43
2021-04-05,Organic,US,49,41.95
2021-04-05,Organic,US,50,42.41
2021-04-05,Organic,US,51,42.79
2021-04-05,Organic,US,52,43.2
2021-04-05,Organic,US,53,44.21
2021-04-05,Organic,US,54,45.07
2021-04-05,Organic,US,55,45.48
2021-04-05,Organic,US,56,45.86
2021-04-05,Organic,US,57,46.25
2021-04-05,Organic,US,58,46.72
2021-04-05,Organic,US,59,47.19
2021-04-05,Organic,US,60,47.53
2021-04-05,Organic,US,61,47.89
2021-04-05,Organic,US,62,48.33
2021-04-05,Organic,US,63,48.73
2021-04-05,Organic,US,64,49.05
2021-04-05,Organic,US,65,49.52
2021-04-05,Organic,US,66,49.88
2021-04-05,Organic,US,67,50.28
2021-04-05,Organic,US,68,50.59
2021-04-05,Organic,US,69,50.88
2021-04-05,Organic,US,70,51.21
2021-04-05,Organic,US,71,51.6
2021-04-05,Organic,US,72,51.89
2021-04-05,Organic,US,73,52.2
2021-04-05,Organic,US,74,52.5
2021-04-05,Organic,US,75,52.89
2021-04-05,Organic,US,76,53.27
2021-04-05,Organic,US,77,53.58
2021-04-05,Organic,US,78,53.9
2021-04-05,Organic,US,79,54.27
2021-04-05,Organic,US,80,54.65
2021-04-05,Organic,US,81,54.94
2021-04-05,Organic,US,82,55.25
2021-04-05,Organic,US,83,55.66
2021-04-05,Organic,US,84,56.04
2021-04-05,Organic,US,85,56.38
2021-04-05,Organic,US,86,56.67
2021-04-05,Organic,US,87,56.94
2021-04-05,Organic,US,88,57.42
2021-04-05,Organic,US,89,57.76
2021-04-05,Organic,US,90,58.04
2021-04-05,Organic,US,91,58.32
2021-04-05,Organic,US,92,58.62
2021-04-05,Organic,US,93,59
2021-04-05,Organic,US,94,59.24
2021-04-05,Organic,US,95,59.49
2021-04-12,Google,Latam,1,4
2021-04-12,Google,Latam,3,8
2021-04-12,Google,Latam,12,12
2021-04-12,Google,Latam,13,16
2021-04-12,Google,Other,1,9.75
2021-04-12,Google,Other,2,11.5
2021-04-12,Google,Other,3,13.25
2021-04-12,Google,Other,4,14.25
2021-04-12,Google,Other,5,15.25
2021-04-12,Google,Other,6,16.25
2021-04-12,Google,Other,7,17.25
2021-04-12,Google,Other,8,18.25
2021-04-12,Google,Other,9,19.25
2021-04-12,Google,Other,10,20.25
2021-04-12,Google,Other,11,21.25
2021-04-12,Google,Other,12,22.25
2021-04-12,Google,Other,13,23.25
2021-04-12,Google,Other,14,24.25
2021-04-12,Google,Other,15,25.25
2021-04-12,Google,Other,16,26.25
2021-04-12,Google,Other,17,27.25
2021-04-12,Google,Other,18,28.25
2021-04-12,Google,Other,19,29.25
2021-04-12,Google,Other,20,30.25
2021-04-12,Google,Other,21,31.25
2021-04-12,Google,Other,22,32.25
2021-04-12,Google,Other,23,33.25
2021-04-12,Google,Other,24,34.25
2021-04-12,Google,Other,25,35.25
2021-04-12,Google,Other,26,36.25
2021-04-12,Google,Other,27,37.25
2021-04-12,Google,Other,28,38.25
2021-04-12,Google,Other,29,39.25
2021-04-12,Google,Other,30,40.25
2021-04-12,Google,Other,31,41.25
2021-04-12,Google,Other,32,42.25
2021-04-12,Google,Other,33,43.25
2021-04-12,Google,Other,34,44.25
2021-04-12,Google,Other,35,45.25
2021-04-12,Google,Other,36,46.25
2021-04-12,Google,Other,37,47.25
2021-04-12,Google,Other,38,48.25
2021-04-12,Google,Other,39,49.25
2021-04-12,Google,Other,40,50.25
2021-04-12,Google,Other,41,51.25
2021-04-12,Google,Other,42,52.25
2021-04-12,Google,Other,43,53.25
2021-04-12,Google,Other,44,54.25
2021-04-12,Google,Other,45,55.25
2021-04-12,Google,Other,46,56.25
2021-04-12,Google,Other,47,57.25
2021-04-12,Google,Other,48,58.25
2021-04-12,Google,Other,49,59.25
2021-04-12,Google,Other,50,60.25
2021-04-12,Google,Other,51,61.25
2021-04-12,Google,Other,52,62.25
2021-04-12,Google,Other,53,70.25
2021-04-12,Google,Other,54,71.25
2021-04-12,Google,Other,55,72.25
2021-04-12,Google,Other,56,73.25
2021-04-12,Google,Other,57,74.25
2021-04-12,Google,Other,58,75.25
2021-04-12,Google,Other,59,76.25
2021-04-12,Google,Other,60,77.25
2021-04-12,Google,Other,61,78.25
2021-04-12,Google,Other,62,79.25
2021-04-12,Google,Other,63,80.25
2021-04-12,Google,Other,64,81.25
2021-04-12,Google,Other,65,82.25
2021-04-12,Google,Other,66,83.25
2021-04-12,Google,Other,67,84.25
2021-04-12,Google,Other,68,85.25
2021-04-12,Google,Other,69,86.25
2021-04-12,Google,Other,70,87.25
2021-04-12,Google,Other,71,88.25
2021-04-12,Google,Other,72,89.25
2021-04-12,Google,Other,73,90.25
2021-04-12,Google,Other,74,91.25
2021-04-12,Google,Other,75,92.25
2021-04-12,Google,Other,76,93.25
2021-04-12,Google,Other,77,94.25
2021-04-12,Google,Other,78,95.25
2021-04-12,Google,Other,79,96.25
2021-04-12,Google,Other,80,97.25
2021-04-12,Google,Other,81,98.25
2021-04-12,Google,Other,82,99.25
2021-04-12,Google,Other,83,100.25
2021-04-12,Google,Other,84,101.25
2021-04-12,Google,Other,85,102.25
2021-04-12,Google,Other,86,103.25
2021-04-12,Google,Other,87,104.25
2021-04-12,Google,Other,88,105.25
2021-04-12,Google,Other,89,106.25
2021-04-12,Google,Other,90,107.25
2021-04-12,Google,Other,91,108.25
2021-04-12,Google,Other,92,109.25
2021-04-12,Google,Other,93,110.25
2021-04-12,Google,Other,94,111.25
2021-04-12,Google,Tier1,1,0
2021-04-12,Google,Tier1,2,4
2021-04-12,Google,US,1,2.12
2021-04-12,Google,US,2,4.54
2021-04-12,Google,US,3,6.43
2021-04-12,Google,US,4,8.17
2021-04-12,Google,US,5,9.77
2021-04-12,Google,US,6,11.25
2021-04-12,Google,US,7,12.52
2021-04-12,Google,US,8,13.64
2021-04-12,Google,US,9,14.8
2021-04-12,Google,US,10,15.93
2021-04-12,Google,US,11,16.92
2021-04-12,Google,US,12,17.85
2021-04-12,Google,US,13,18.75
2021-04-12,Google,US,14,19.71
2021-04-12,Google,US,15,20.56
2021-04-12,Google,US,16,21.34
2021-04-12,Google,US,17,22.08
2021-04-12,Google,US,18,22.86
2021-04-12,Google,US,19,23.64
2021-04-12,Google,US,20,24.33
2021-04-12,Google,US,21,24.98
2021-04-12,Google,US,22,25.64
2021-04-12,Google,US,23,26.28
2021-04-12,Google,US,24,26.96
2021-04-12,Google,US,25,27.53
2021-04-12,Google,US,26,28.12
2021-04-12,Google,US,27,28.71
2021-04-12,Google,US,28,29.28
2021-04-12,Google,US,29,29.83
2021-04-12,Google,US,30,30.33
2021-04-12,Google,US,31,30.87
2021-04-12,Google,US,32,31.4
2021-04-12,Google,US,33,31.85
2021-04-12,Google,US,34,32.32
2021-04-12,Google,US,35,32.72
2021-04-12,Google,US,36,33.12
2021-04-12,Google,US,37,33.52
2021-04-12,Google,US,38,33.9
2021-04-12,Google,US,39,34.28
2021-04-12,Google,US,40,34.7
2021-04-12,Google,US,41,35.05
2021-04-12,Google,US,42,35.43
2021-04-12,Google,US,43,35.78
2021-04-12,Google,US,44,36.15
2021-04-12,Google,US,45,36.53
2021-04-12,Google,US,46,36.92
2021-04-12,Google,US,47,37.23
2021-04-12,Google,US,48,37.55
2021-04-12,Google,US,49,37.88
2021-04-12,Google,US,50,38.2
2021-04-12,Google,US,51,38.5
2021-04-12,Google,US,52,38.81
2021-04-12,Google,US,53,39.33
2021-04-12,Google,US,54,39.69
2021-04-12,Google,US,55,40.01
2021-04-12,Google,US,56,40.36
2021-04-12,Google,US,57,40.6
2021-04-12,Google,US,58,40.85
2021-04-12,Google,US,59,41.12
2021-04-12,Google,US,60,41.39
2021-04-12,Google,US,61,41.68
2021-04-12,Google,US,62,41.93
2021-04-12,Google,US,63,42.2
2021-04-12,Google,US,64,42.45
2021-04-12,Google,US,65,42.72
2021-04-12,Google,US,66,42.96
